Unnamed: 0, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,SimillarHTTP, Bwd Packets/s, Total Fwd Packets,Total Length of Fwd Packets, Flow Duration, Total Length of Bwd Packets, Total Backward Packets, Protocol, Inbound, Timestamp, Source Port, Min Packet Length, Fwd Packet Length Min,Flow ID, Packet Length Mean, Fwd Packet Length Max, Average Packet Size, ACK Flag Count, Avg Fwd Segment Size, Fwd Packet Length Mean,Flow Bytes/s, Max Packet Length, Protocol,Fwd Packets/s, Flow Packets/s,Total Length of Fwd Packets, Subflow Fwd Bytes, Destination Port, act_data_pkt_fwd, Label
28,0,0,74,18.5,33.669968,69,1,0,23041.475,1,6,217,92,5,6,1,2018-11-03 09:20:31.915567,465,6,6,173.194.208.109-192.168.50.8-465-59594-6,14.857142000000001,6,17.333334,0,6.0,6.0,451612.9,37,6,4608.295,27649.77,6,6,59594,0,BENIGN
84982,0,0,3,3.0,0.0,3,3,0,37.8709,1,6,52811,12,2,6,0,2018-11-03 09:20:31.915785,59594,6,6,173.194.208.109-192.168.50.8-465-59594-6,6.0,6,8.0,0,6.0,6.0,340.83807,6,6,18.93545,56.806346999999995,6,6,465,0,BENIGN
36,2483122,2,10491434,338433.34,559291.5,1997522,1,0,2.9284055,23,2646,10927448,4378,32,6,1,2018-11-03 09:20:37.725562,31151,0,0,172.16.0.5-192.168.50.4-31151-22-6,125.42857,648,127.70908999999999,1,115.04348,115.04348,642.78503,976,6,2.1047916,5.033197,2646,2646,22,18,Portmap
40333,150263,2,3,3.0,0.0,3,3,0,13.309553,4,24,150268,12,2,6,1,2018-11-03 09:20:39.945240,52312,6,6,172.16.0.5-192.168.50.4-52312-15789-6,6.0,6,7.0,1,6.0,6.0,239.57196000000002,6,6,26.619106,39.92866,24,24,15789,3,Portmap
68,9796869,1,15615806,821884.5,2505912.2,10058574,2,en.drshno.com/index.php/aesthetics/aesthetics-of-chin/,1.2762452,16,900,15670970,23074,20,6,0,2018-11-03 09:20:40.238286,59595,0,0,192.168.50.8-74.208.236.171-59595-80-6,647.9459,414,665.9444599999999,1,56.25,56.25,1529.8351,2920,6,1.0209960999999999,2.2972414,900,900,80,14,BENIGN
33,5329496,1,3,3.0,0.0,3,3,0,0.37143758,5,18,5384485,0,2,6,0,2018-11-03 09:20:40.245046,59596,0,0,192.168.50.8-74.208.236.171-59596-80-6,2.25,6,2.5714285,1,3.6,3.6,3.3429382000000003,6,6,0.92859393,1.3000314,18,18,80,3,BENIGN
77767,2,2,2,2.0,0.0,2,2,0,94.01589,2,94,21273,206,2,17,0,2018-11-03 09:20:40.245121,56770,47,47,192.168.50.8-4.2.2.4-56770-53-17,69.4,47,86.75,0,47.0,47.0,14102.383999999998,103,17,94.01589,188.03178,94,94,53,1,BENIGN
70992,2,2,1,1.0,0.0,1,1,0,94.00705,2,74,21275,186,2,17,0,2018-11-03 09:20:40.245122,62834,37,37,192.168.50.8-4.2.2.4-62834-53-17,59.4,37,74.25,0,37.0,37.0,12220.917,93,17,94.00705,188.0141,74,74,53,1,BENIGN
133561,1,1,1,1.0,0.0,1,1,0,94.81369000000001,2,76,21094,188,2,17,0,2018-11-03 09:20:40.245352,65283,38,38,192.168.50.8-4.2.2.4-65283-53-17,60.4,38,75.5,0,38.0,38.0,12515.407,94,17,94.81369000000001,189.62738000000002,76,76,53,1,BENIGN
50700,3,3,2,2.0,0.0,2,2,0,94.25515,2,90,21219,122,2,17,0,2018-11-03 09:20:40.262069,64535,45,45,192.168.50.8-4.2.2.4-64535-53-17,51.4,45,64.25,0,45.0,45.0,9991.046,61,17,94.25515,188.5103,90,90,53,1,BENIGN
142,58029791,1,117428181,3010979.0,12933819.0,57983568,1,0,0.34051675,36,2522,117468529,9882,40,6,0,2018-11-03 09:20:40.266937,59597,0,0,172.217.9.226-192.168.50.8-443-59597-6,161.09091,517,163.21053,1,70.05556,70.05556,105.59423999999999,1430,6,0.30646506,0.6469818,2522,2522,443,30,BENIGN
32,5322105,1,2,2.0,0.0,2,2,0,0.37295932,5,18,5362515,0,2,6,0,2018-11-03 09:20:40.267012,59598,0,0,172.217.9.226-192.168.50.8-80-59598-6,2.25,6,2.5714285,1,3.6,3.6,3.3566339999999997,6,6,0.9323983,1.3053576999999998,18,18,80,3,BENIGN
166,58644578,1,119211107,2772351.2,12423734.0,58604453,1,0,0.36832228,38,5242,119460593,7558,44,6,0,2018-11-03 09:20:40.267090,59599,0,0,172.217.9.226-192.168.50.8-443-59599-6,154.21687,1042,156.09756000000002,1,137.94737,137.94737,107.14831000000001,1430,6,0.31809652,0.68641883,5242,5242,443,36,BENIGN
140,58028582,1,117429320,3011008.2,12933376.0,57980132,1,0,0.34051138,36,2520,117470374,9688,40,6,0,2018-11-03 09:20:40.267184,59600,0,0,172.217.9.226-192.168.50.8-443-59600-6,158.54546000000002,517,160.63158,1,70.0,70.0,103.92407,1430,6,0.30646026,0.64697164,2520,2520,443,30,BENIGN
144420,2,2,4,4.0,0.0,4,4,0,94.077805,2,88,21259,120,2,17,0,2018-11-03 09:20:40.267341,50492,44,44,192.168.50.8-4.2.2.4-50492-53-17,50.4,44,63.0,0,44.0,44.0,9784.091999999999,60,17,94.077805,188.15561,88,88,53,1,BENIGN
135463,2,2,1,1.0,0.0,1,1,0,94.068954,2,88,21261,120,2,17,0,2018-11-03 09:20:40.267342,52093,44,44,192.168.50.8-4.2.2.4-52093-53-17,50.4,44,63.0,0,44.0,44.0,9783.171,60,17,94.068954,188.13791,88,88,53,1,BENIGN
85571,2,2,2,2.0,0.0,2,2,0,94.48224,2,88,21168,120,2,17,0,2018-11-03 09:20:40.267438,53461,44,44,192.168.50.8-4.2.2.4-53461-53-17,50.4,44,63.0,0,44.0,44.0,9826.152,60,17,94.48224,188.96448,88,88,53,1,BENIGN
134,58078060,1,76363818,1862532.1,9413302.0,58037062,1,0,0.54970837,38,3796,76404152,11656,42,6,0,2018-11-03 09:20:40.284092,59601,0,0,172.217.3.106-192.168.50.8-443-59601-6,190.76543,517,193.15,1,99.89474,99.89474,202.24031000000002,1430,6,0.49735516,1.0470635,3796,3796,443,34,BENIGN
185950,2,2,3,3.0,0.0,3,3,0,94.02915,2,94,21270,214,2,17,0,2018-11-03 09:20:40.489436,51821,47,47,192.168.50.8-4.2.2.4-51821-53-17,71.0,47,88.75,0,47.0,47.0,14480.489,107,17,94.02915,188.0583,94,94,53,1,BENIGN
29,45164,2,89670,8151.8184,16790.693,43132,2,0,92.690575,16,1747,129463,7558,12,6,0,2018-11-03 09:20:40.511327,59604,0,0,192.168.50.8-52.85.90.206-59604-443-6,320.86206,517,332.32144,1,109.1875,109.1875,71873.82,1986,6,123.58743,216.27802000000003,1747,1747,443,14,BENIGN
141,58717467,0,116942522,6496807.0,18877768.0,58674249,1,0,0.16213234,24,1960,117188224,7784,19,6,0,2018-11-03 09:20:40.511426,59605,0,0,192.168.50.8-52.85.90.206-59605-443-6,221.45453999999998,517,226.60464,1,81.666664,81.666664,83.148285,3446,6,0.20479873,0.36693108,1960,1960,443,22,BENIGN
88382,3,3,3,3.0,0.0,3,3,0,94.83166999999999,2,102,21090,134,2,17,0,2018-11-03 09:20:40.511484,60713,51,51,192.168.50.8-4.2.2.4-60713-53-17,57.4,51,71.75,0,51.0,51.0,11190.138,67,17,94.83166999999999,189.66335,102,102,53,1,BENIGN
66888,3,3,3,3.0,0.0,3,3,0,94.78673,2,102,21100,272,2,17,0,2018-11-03 09:20:40.533003,53267,51,51,192.168.50.8-4.2.2.4-53267-53-17,85.0,51,106.25,0,51.0,51.0,17725.12,136,17,94.78673,189.57346,102,102,53,1,BENIGN
116210,2,2,3,3.0,0.0,3,3,0,94.54477,2,62,21154,94,2,17,0,2018-11-03 09:20:40.552495,52859,31,31,192.168.50.8-4.2.2.4-52859-53-17,37.4,31,46.75,0,31.0,31.0,7374.4917,47,17,94.54477,189.08954,62,62,53,1,BENIGN
28755,13,13,2,2.0,0.0,2,2,0,30.367907000000002,2,54,65859,86,2,17,0,2018-11-03 09:20:40.552615,54503,27,27,192.168.50.8-4.2.2.4-54503-53-17,33.4,27,41.75,0,27.0,27.0,2125.7534,43,17,30.367907000000002,60.735813,54,54,53,1,BENIGN
115186,3,3,3,3.0,0.0,3,3,0,94.84966,2,66,21086,614,2,17,0,2018-11-03 09:20:40.554563,60497,33,33,192.168.50.8-4.2.2.4-60497-53-17,142.6,33,178.25,0,33.0,33.0,32248.885,307,17,94.84966,189.69933,66,66,53,1,BENIGN
142751,3,3,3,3.0,0.0,3,3,0,93.6505,2,62,21356,94,2,17,0,2018-11-03 09:20:40.574199,64820,31,31,192.168.50.8-4.2.2.4-64820-53-17,37.4,31,46.75,0,31.0,31.0,7304.7390000000005,47,17,93.6505,187.301,62,62,53,1,BENIGN
2178,2,2,3,3.0,0.0,3,3,0,94.09108,2,82,21256,562,2,17,0,2018-11-03 09:20:40.576185,60926,41,41,192.168.50.8-4.2.2.4-60926-53-17,137.0,41,171.25,0,41.0,41.0,30297.327999999998,281,17,94.09108,188.18216,82,82,53,1,BENIGN
186763,3,3,2,2.0,0.0,2,2,0,93.57163,2,68,21374,158,2,17,0,2018-11-03 09:20:40.596327,52762,34,34,192.168.50.8-4.2.2.4-52762-53-17,52.0,34,65.0,0,34.0,34.0,10573.594,79,17,93.57163,187.14326,68,68,53,1,BENIGN
