synclite_device_id,synclite_device_name,synclite_update_timestamp,device_name,equipment_id,created_time,temperature,vibration,pressure,energy_consumption
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor24,C34B5495,"2024-02-24 11:18:29",82.63,0.02,1099.7,188.83
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor25,3634DAB0,"2024-02-24 11:18:29",90.26,0.03,909.73,142.02
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor26,21166B39,"2024-02-24 11:18:29",76.56,0.06,1049.03,124.33
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor27,326C16A6,"2024-02-24 11:18:29",91.12,0.09,931.19,121.73
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor28,D2331A81,"2024-02-24 11:18:29",99.4,0.03,1085.8,154.98
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor29,0C9B0B51,"2024-02-24 11:18:29",88.51,0.09,1033.77,147.56
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor30,27013977,"2024-02-24 11:18:29",94.11,0.09,977.44,118.74
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor31,16545321,"2024-02-24 11:18:29",65.98,0.04,1084.62,177.42
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor32,A79546B8,"2024-02-24 11:18:29",68.33,0.1,1064.15,127.58
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor33,886B996C,"2024-02-24 11:18:29",94.21,0.03,1081.18,124.15
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor34,CBC72B99,"2024-02-24 11:18:29",92.58,0.09,1064.71,174.33
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor35,2A28BA60,"2024-02-24 11:18:29",94.99,0,959.45,188.54
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor36,A5797D97,"2024-02-24 11:18:29",61.76,0.06,1055.62,129.34
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor37,2025672D,"2024-02-24 11:18:29",88.17,0,959.78,188.57
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor38,82486833,"2024-02-24 11:18:29",89.11,0.08,977.63,103.54
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor39,17BC0701,"2024-02-24 11:18:29",74.59,0.07,967.48,140.78
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor40,D194D02D,"2024-02-24 11:18:29",62.23,0.1,967.3,182.13
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor41,DA23B9DB,"2024-02-24 11:18:29",83.5,0.04,999.72,108.43
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor42,D1D11AB8,"2024-02-24 11:18:29",90.95,0.05,1025.84,116.89
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor43,555B6BA5,"2024-02-24 11:18:29",97.74,0.1,1070.24,166.37
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor44,661B21B2,"2024-02-24 11:18:29",69.14,0.03,962.56,163.36
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor45,C7025119,"2024-02-24 11:18:29",95.05,0.03,1000.75,174.22
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor46,300A39BA,"2024-02-24 11:18:29",93.89,0.01,1086.22,104.82
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor47,BCB41013,"2024-02-24 11:18:29",84.86,0.06,1044.29,140.94
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor48,0D66B507,"2024-02-24 11:18:29",90.32,0.04,1086.88,185.1
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor49,21902926,"2024-02-24 11:18:29",93.85,0.04,949.62,134.26
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor50,D44B181D,"2024-02-24 11:18:29",96.53,0.06,1039.2,175.26
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor51,A29B452A,"2024-02-24 11:18:29",88.92,0.01,1085.14,136.13
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor52,D119C168,"2024-02-24 11:18:29",63.59,0.01,1031.31,171.92
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor53,25100739,"2024-02-24 11:18:29",86.06,0.02,1092.56,146.72
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor54,983C0DCA,"2024-02-24 11:18:29",87.49,0.02,925.81,184.29
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor55,17556722,"2024-02-24 11:18:29",98.22,0.05,965.04,116.31
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor56,73D10945,"2024-02-24 11:18:29",92.47,0.02,1097.94,172.21
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor57,4CB66997,"2024-02-24 11:18:29",85.97,0.07,1081.33,103.56
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor58,C60B6A0C,"2024-02-24 11:18:29",85.03,0.1,990.46,144.12
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor59,75AA692C,"2024-02-24 11:18:29",83.8,0.03,1065.49,198.13
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor60,C17849A7,"2024-02-24 11:18:29",96.13,0.04,989.47,127.75
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor61,9189C823,"2024-02-24 11:18:29",64.34,0.02,967.87,182.66
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor62,794AB8B0,"2024-02-24 11:18:29",85.63,0.04,939.06,181.4
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor63,827B7545,"2024-02-24 11:18:29",99.78,0.01,1070.9,121.59
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor64,25212289,"2024-02-24 11:18:29",98.75,0.05,930.9,178.71
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor65,84908846,"2024-02-24 11:18:29",69.38,0.03,1027,176.47
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor66,333CD215,"2024-02-24 11:18:29",77.82,0.02,1045.01,194.72
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor67,80B947A9,"2024-02-24 11:18:29",66.68,0.04,917.45,133.29
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor68,98A30B5B,"2024-02-24 11:18:29",84.31,0.1,951.78,162.31
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor69,38661325,"2024-02-24 11:18:29",67.04,0.08,1089.64,109.6
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor70,2DB59599,"2024-02-24 11:18:29",86.2,0.06,916.79,150.86
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor71,846734BA,"2024-02-24 11:18:29",62.68,0.01,1083.15,139.54
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor72,C94D6472,"2024-02-24 11:18:29",86.27,0.05,1036.27,166.81
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor73,B2075CD0,"2024-02-24 11:18:29",82.91,0.06,1028.83,186.43
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor74,5524B355,"2024-02-24 11:18:29",93.75,0.06,967.1,152.28
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor75,B8769DC6,"2024-02-24 11:18:29",81.87,0.04,1093.48,156.89
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor76,84780001,"2024-02-24 11:18:29",69.29,0.01,905.92,145.67
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor77,5D81AD3A,"2024-02-24 11:18:29",91.65,0.03,948.33,126.83
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor78,843C4882,"2024-02-24 11:18:29",86.45,0.1,996.6,164.2
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor79,B46871A9,"2024-02-24 11:18:29",70.6,0.08,1066.56,128.33
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor80,20608732,"2024-02-24 11:18:29",61.73,0.02,987.23,113.84
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor81,9D42203A,"2024-02-24 11:18:29",73.51,0.03,1032.43,186.1
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor82,431D633D,"2024-02-24 11:18:29",70.98,0.06,1068.53,197.64
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor83,19CC9D5B,"2024-02-24 11:18:29",71.17,0.02,1025.92,146.02
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor84,656B4949,"2024-02-24 11:18:29",71.37,0.09,1030.49,167.06
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor85,0C029069,"2024-02-24 11:18:29",90.7,0.01,1068.17,118.2
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor86,84B4277B,"2024-02-24 11:18:29",93.06,0.06,931.82,129.03
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor87,0CD28C75,"2024-02-24 11:18:29",79.73,0.08,928.62,118.42
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor88,5493D188,"2024-02-24 11:18:29",98.01,0.05,1062.83,168.02
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor89,4C20B693,"2024-02-24 11:18:29",96.34,0.08,1016.71,181.16
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor90,41DD743A,"2024-02-24 11:18:29",66.06,0.01,1098.18,109.56
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor91,1D015BA7,"2024-02-24 11:18:29",89.98,0.06,1089.99,176.98
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor92,89AB7485,"2024-02-24 11:18:29",77.18,0.09,1019.55,103.52
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor93,815C4D8D,"2024-02-24 11:18:29",95.83,0.03,1014.6,165.03
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor94,026C3A88,"2024-02-24 11:18:29",79.23,0.04,934.13,196.5
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor95,28827A84,"2024-02-24 11:18:29",64.98,0.09,1081.39,163.99
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor96,91454556,"2024-02-24 11:18:29",83.52,0.06,1001.59,183.95
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor97,79273528,"2024-02-24 11:18:29",71.96,0.03,1093.59,146.14
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor98,9A83D60C,"2024-02-24 11:18:29",80.29,0.04,948.26,122.13
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor99,2D43B6B5,"2024-02-24 11:18:29",69.9,0.04,912.02,190.53
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor100,8D604552,"2024-02-24 11:18:29",72.98,0.01,1032.66,172.97
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor1,13827740,"2024-02-24 11:18:29",79.36,0.03,1035.11,148.42
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor2,4BB24779,"2024-02-24 11:18:29",94.75,0.05,1074.38,117.23
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor3,DC2A7082,"2024-02-24 11:18:29",67.54,0.01,1039.51,112.99
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor4,A4944250,"2024-02-24 11:18:29",90.66,0,1033.79,145.52
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor5,34CD0C34,"2024-02-24 11:18:29",72.28,0.08,1090.33,151.51
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor6,0C6ABB33,"2024-02-24 11:18:29",76.47,0.08,938.66,122.89
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor7,84605BA1,"2024-02-24 11:18:29",62.4,0.02,1048.6,155.12
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor8,3A04C2C4,"2024-02-24 11:18:29",96.57,0.03,1039.4,199.63
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor9,31D2A365,"2024-02-24 11:18:29",74.58,0.03,1049.5,166.92
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor10,3015CCAC,"2024-02-24 11:18:29",61.73,0.03,937.17,199.68
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor11,B319B9D2,"2024-02-24 11:18:29",77.4,0.06,924.96,131.55
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor12,23614431,"2024-02-24 11:18:29",87.89,0.06,960.87,198.86
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor13,BC896279,"2024-02-24 11:18:29",88.27,0.07,1043.46,148.1
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor14,3A782D9C,"2024-02-24 11:18:29",86.19,0.06,934.51,170.42
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor15,D3119C3D,"2024-02-24 11:18:29",73.25,0.03,992.83,182.99
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor16,63B10059,"2024-02-24 11:18:29",66.9,0.09,985.66,172.72
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor17,A4661A9C,"2024-02-24 11:18:29",90.89,0.07,954.38,149.13
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor18,63AC5254,"2024-02-24 11:18:29",60.71,0.06,952,140.41
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor19,CAB3BC27,"2024-02-24 11:18:29",60.29,0.08,1073.24,122.9
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor20,381BC297,"2024-02-24 11:18:29",71.23,0.06,906.44,104.18
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor21,DA717949,"2024-02-24 11:18:29",85.93,0.02,1045.99,177.29
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor22,6820D3D5,"2024-02-24 11:18:29",96.76,0.09,967.08,131.68
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor23,8B2B0A60,"2024-02-24 11:18:29",88.02,0.03,992.94,104.65
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor24,96322650,"2024-02-24 11:18:29",61.49,0.08,1096.51,197.98
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor25,1DD59B66,"2024-02-24 11:18:29",66.07,0.01,1093.39,136.57
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor26,8B95AD20,"2024-02-24 11:18:29",69.8,0.07,1017.3,128.09
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor27,82127199,"2024-02-24 11:18:29",80.9,0.07,944.9,115.08
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor28,C763A482,"2024-02-24 11:18:29",85.72,0.05,1024.85,155.7
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor29,99A170A5,"2024-02-24 11:18:29",83.93,0.07,1062.01,126.22
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor30,904790BD,"2024-02-24 11:18:29",60.69,0.08,1086.54,172.11
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor31,4D995681,"2024-02-24 11:18:29",75.9,0.07,1095,155.54
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor32,2B5A9422,"2024-02-24 11:18:29",79.21,0.08,900.9,162.77
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor33,34CC4986,"2024-02-24 11:18:29",87.7,0.02,1063.29,193.95
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor34,0226BA49,"2024-02-24 11:18:29",65.21,0.01,1052.58,189.61
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor35,C61A8223,"2024-02-24 11:18:29",77.25,0.07,1092.79,192.53
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor36,0B853C9A,"2024-02-24 11:18:29",79.01,0.06,981.33,157.83
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor37,01669B88,"2024-02-24 11:18:29",69.53,0.07,1021.08,110
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor38,8B5514DA,"2024-02-24 11:18:29",69.32,0.09,1058.58,193.69
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor39,9B67D6B0,"2024-02-24 11:18:29",93.72,0.09,943.21,158.07
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor40,1D7B02D9,"2024-02-24 11:18:29",64.88,0,911.62,184.96
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor41,D1956ACB,"2024-02-24 11:18:29",92,0.02,929.58,199.6
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor42,29002308,"2024-02-24 11:18:29",76.44,0.1,978.41,119.17
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor43,46A7308D,"2024-02-24 11:18:29",77.39,0,1058.55,157.86
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor44,58036205,"2024-02-24 11:18:29",81.22,0.03,1039.27,101.07
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor45,DA07AA82,"2024-02-24 11:18:29",81,0.01,998.29,146.29
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor46,89444A9B,"2024-02-24 11:18:29",72.42,0.09,910.51,136.2
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor47,B3137B97,"2024-02-24 11:18:29",78.51,0.05,1017.25,109.78
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor48,BBB1617D,"2024-02-24 11:18:29",73.14,0.04,1050.23,153.28
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor49,DD1581A1,"2024-02-24 11:18:29",61.59,0.04,961.04,166.89
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor50,70C81964,"2024-02-24 11:18:29",83.73,0.05,944.82,133.21
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor51,64567568,"2024-02-24 11:18:29",61.08,0,904.12,172.59
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor52,BD80B603,"2024-02-24 11:18:29",72.83,0.07,977.32,104.59
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor53,7B7D3226,"2024-02-24 11:18:29",62.73,0.06,983.31,137.82
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor54,D89B30D4,"2024-02-24 11:18:29",65.44,0.01,1027.79,129.81
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor55,BD232804,"2024-02-24 11:18:29",86.4,0.06,1023.87,146.18
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor56,96C9BADA,"2024-02-24 11:18:29",89.04,0.05,945.03,174.61
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor57,4973813C,"2024-02-24 11:18:29",70.08,0.05,917.58,178.47
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor58,7942CDB2,"2024-02-24 11:18:29",99.29,0.05,1002.51,140.04
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor59,511BD468,"2024-02-24 11:18:29",85.32,0.09,1081.51,160.43
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor60,684CB5C7,"2024-02-24 11:18:29",71.37,0.01,1075.49,146.86
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor61,17B86492,"2024-02-24 11:18:29",88.7,0.04,1013.48,144.5
eb8ec1ea-ceb3-4361-a57e-bb708800401f,default,"2024-02-24 05:48:55",sensor62,7585C899,"2024-02-24 11:18:29",88.54,0.06,1020.11,110.28
